post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,attribute:Application,attribute_data:Application,attribute_default:Application,attribute:Applications,attribute_data:Applications,attribute_default:Applications,"attribute:Bowl Size","attribute_data:Bowl Size","attribute_default:Bowl Size",attribute:Brand,attribute_data:Brand,attribute_default:Brand,"attribute:Brand Name","attribute_data:Brand Name","attribute_default:Brand Name",attribute:Capacity,attribute_data:Capacity,attribute_default:Capacity,attribute:Color,attribute_data:Color,attribute_default:Color,attribute:Colors,attribute_data:Colors,attribute_default:Colors,attribute:Dimension,attribute_data:Dimension,attribute_default:Dimension,attribute:Finish,attribute_data:Finish,attribute_default:Finish,attribute:Group,attribute_data:Group,attribute_default:Group,"attribute:Half Bowl Dimensions","attribute_data:Half Bowl Dimensions","attribute_default:Half Bowl Dimensions","attribute:Inlet Connection Size","attribute_data:Inlet Connection Size","attribute_default:Inlet Connection Size","attribute:Installation Type","attribute_data:Installation Type","attribute_default:Installation Type","attribute:Key Feature","attribute_data:Key Feature","attribute_default:Key Feature",attribute:Material,attribute_data:Material,attribute_default:Material,"attribute:Package Content","attribute_data:Package Content","attribute_default:Package Content","attribute:Package Contents","attribute_data:Package Contents","attribute_default:Package Contents",attribute:Quantity,attribute_data:Quantity,attribute_default:Quantity,"attribute:Room Type","attribute_data:Room Type","attribute_default:Room Type","attribute:Salient Features","attribute_data:Salient Features","attribute_default:Salient Features","attribute:Seating Height","attribute_data:Seating Height","attribute_default:Seating Height","attribute:Shelf Life","attribute_data:Shelf Life","attribute_default:Shelf Life","attribute:Single Bowl Dimensions","attribute_data:Single Bowl Dimensions","attribute_default:Single Bowl Dimensions",attribute:Size,attribute_data:Size,attribute_default:Size,"attribute:Suitable For","attribute_data:Suitable For","attribute_default:Suitable For","attribute:Surface Finish","attribute_data:Surface Finish","attribute_default:Surface Finish",attribute:Thichness,attribute_data:Thichness,attribute_default:Thichness,attribute:Thickness,attribute_data:Thickness,attribute_default:Thickness,"attribute:Trap Size","attribute_data:Trap Size","attribute_default:Trap Size","attribute:Trap Type","attribute_data:Trap Type","attribute_default:Trap Type",attribute:Type,attribute_data:Type,attribute_default:Type,attribute:Warranty,attribute_data:Warranty,attribute_default:Warranty,attribute:Weight,attribute_data:Weight,attribute_default:Weight,attribute:pa_material,attribute_data:pa_material,attribute_default:pa_material
"Angel Wall Mixer 3 in 1 System - 23445",angel-wall-mixer-3-in-1-system-23445,,7786,,,publish,,0,"2021-06-03 15:22:08",1,open,23445,,,no,no,9,5500,4675,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/23445.jpg ! alt :  ! title : 23445.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/angel-wall-mixer-3-in-1-system-23445/,simple,featured,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Wall Mixer",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Angel Wall Mixer with Stand - 23318",angel-wall-mixer-with-stand-23318,,7789,,,publish,,0,"2021-06-03 15:24:39",1,open,23318,,,no,no,4,5100,4335,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/23318-23333.jpg ! alt :  ! title : 23318-23333.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/angel-wall-mixer-with-stand-23318/,simple,featured,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Wall Mixer",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Angel Swan Neck with D Bend Spout - 23999",angel-swan-neck-with-d-bend-spout-23999,,7790,,,publish,,0,"2021-06-03 15:24:39",1,open,23999,,,no,no,18,2200,1870,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/23999.jpg ! alt :  ! title : 23999.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/angel-swan-neck-with-d-bend-spout-23999/,simple,featured,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Sink Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Angel Two Way Bib Cock - 23089",angel-two-way-bib-cock-23089,,7791,,,publish,,0,"2021-06-03 15:24:39",1,open,23089,,,no,no,11,1725,1466,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/23089.jpg ! alt :  ! title : 23089.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/angel-two-way-bib-cock-23089/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Bib Cock (2 Way)",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Angel Angle Cock - 23103",angel-angle-cock-23103,,7792,,,publish,,0,"2021-06-03 15:24:39",1,open,23103,,,no,no,25,1000,850,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/23103.jpg ! alt :  ! title : 23103.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/angel-angle-cock-23103/,simple,,"Bathroom > Accessories > Angle Cock/Stop Cock",,,,,,,,,,,,Elvis,3|1|0,,,,,,,,,,,,,,,,,Chrome,1|1|0,,Accessories,5|0|0,,,,,,,,,,,,,,Brass,0|1|0,,"One Angle Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10 Years",4|1|0,,,,,,,
"Angel Sink Cock With D Bend Spout - 23888",angel-sink-cock-with-d-bend-spout-23888,,7793,,,publish,,0,"2021-06-03 15:24:39",1,open,23888,,,no,no,68,2200,1870,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/23888.jpg ! alt :  ! title : 23888.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/angel-sink-cock-with-d-bend-spout-23888/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Sink Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Angel Pillar Cock Extended Body - 23019",angel-pillar-cock-extended-body-23019,,7794,,,publish,,0,"2021-06-03 15:24:39",1,open,23019,,,no,no,9,1990,1692,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/23019.jpg ! alt :  ! title : 23019.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/angel-pillar-cock-extended-body-23019/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Pillar Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Angel Concealed Stop Cock 20mm - 23152",angel-concealed-stop-cock-20mm-23152,,7795,,,publish,,0,"2021-06-03 15:24:40",1,open,23152,,,no,no,43,1250,1063,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/23152.jpg ! alt :  ! title : 23152.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/angel-concealed-stop-cock-20mm-23152/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Concealed Stop Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Angel Exposed Kit for Single Lever Diverter Body High Flow (Suitable for ALD 049) - 23049K",angel-exposed-kit-for-single-lever-diverter-body-high-flow-suitable-for-ald-049-23049k,,7796,,,publish,,0,"2021-06-03 15:24:40",1,open,23049,,,no,no,80,1700,1445,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/23049K.jpg ! alt :  ! title : 23049K.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/angel-exposed-kit-for-single-lever-diverter-body-high-flow-suitable-for-ald-049-23049k/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Diverter Body (High Flow)",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Angel Pillar Cock - 23011",angel-pillar-cock-23011,,7797,,,publish,,0,"2021-06-03 15:24:40",1,open,23011,,,no,no,128,1400,1190,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/23011.jpg ! alt :  ! title : 23011.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/angel-pillar-cock-23011/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Pillar Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Angel Swan Neck Extended Spout - 23798",angel-swan-neck-extended-spout-23798,,7798,,,publish,,0,"2021-06-03 15:24:40",1,open,23798,,,no,no,4,1825,1551,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/23798.jpg ! alt :  ! title : 23798.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/angel-swan-neck-extended-spout-23798/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Sink Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Angel Sink Cock - 23522",angel-sink-cock-23522,,7799,,,publish,,0,"2021-06-03 15:24:40",1,open,23522,,,no,no,22,1700,1445,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/23522.jpg ! alt :  ! title : 23522.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/angel-sink-cock-23522/,simple,,"Kitchen > Kitchen Mixers/Faucets",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Sink Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Angel Swan Neck - 23793",angel-swan-neck-23793,,7800,,,publish,,0,"2021-06-03 15:24:40",1,open,23793,,,no,no,15,1785,1517,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/23793.jpg ! alt :  ! title : 23793.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/angel-swan-neck-23793/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Sink Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Angel Sink Cock Extended Spout - 23535",angel-sink-cock-extended-spout-23535,,7801,,,publish,,0,"2021-06-03 15:24:41",1,open,23535,,,no,no,27,1825,1551,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/23535.jpg ! alt :  ! title : 23535.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/angel-sink-cock-extended-spout-23535/,simple,,"Kitchen > Kitchen Mixers/Faucets",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Sink Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Opal Exposed Kit for Single Lever Diverter Body High Flow (Suitable for ALD-049) - 26049K",opal-exposed-kit-for-single-lever-diverter-body-high-flow-suitable-for-ald-049-26049k,,7802,,,publish,,0,"2021-06-03 15:24:41",1,open,26049k,,,no,no,9,1600,1360,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/26049K.jpg ! alt :  ! title : 26049K.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/opal-exposed-kit-for-single-lever-diverter-body-high-flow-suitable-for-ald-049-26049k/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Diverter Body (High Flow)",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Opal Pillar Cock Extended Body - 26019",opal-pillar-cock-extended-body-26019,,7803,,,publish,,0,"2021-06-03 15:24:41",1,open,26019,,,no,no,9,1999,1699,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/26019.jpg ! alt :  ! title : 26019.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/opal-pillar-cock-extended-body-26019/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Pillar Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Opal Wall Mixer with Bend (High Flow) - 26333",opal-wall-mixer-with-bend-high-flow-26333,,7804,,,publish,,0,"2021-06-03 15:24:41",1,open,26333,,,no,no,18,3795,3226,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/26333.jpg ! alt :  ! title : 26333.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/opal-wall-mixer-with-bend-high-flow-26333/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Wall Mixer",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Opal Wall Mixer 3 in 1 System (High Flow) - 26445",opal-wall-mixer-3-in-1-system-high-flow-26445,,7805,,,publish,,0,"2021-06-03 15:24:41",1,open,26445,,,no,no,6,3995,3396,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/26445.jpg ! alt :  ! title : 26445.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/opal-wall-mixer-3-in-1-system-high-flow-26445/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Wall Mixer",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Opal Concealed Stop Cock 20mm - 26152",opal-concealed-stop-cock-20mm-26152,,7806,,,publish,,0,"2021-06-03 15:24:41",1,open,26152,,,no,no,10,1200,1020,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/26152.jpg ! alt :  ! title : 26152.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/opal-concealed-stop-cock-20mm-26152/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Concealed Stop Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Opal Angle Cock - 26103",opal-angle-cock-26103,,7807,,,publish,,0,"2021-06-03 15:24:42",1,open,26103,,,no,no,1,700,595,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/26103.jpg ! alt :  ! title : 26103.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/opal-angle-cock-26103/,simple,,"Bathroom > Accessories > Angle Cock/Stop Cock",,,,,,,,,,,,Elvis,3|1|0,,,,,,,,,,,,,,,,,Chrome,1|1|0,,Accessories,5|0|0,,,,,,,,,,,,,,Brass,0|1|0,,"One Angle Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10 Years",4|1|0,,,,,,,
"Opal Pillar Cock - 26011",opal-pillar-cock-26011,,7808,,,publish,,0,"2021-06-03 15:24:42",1,open,26011,,,no,no,59,999,849,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/26011.jpg ! alt :  ! title : 26011.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/opal-pillar-cock-26011/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Pillar Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Opal Swan Neck Extended Spout - 26798",opal-swan-neck-extended-spout-26798,,7809,,,publish,,0,"2021-06-03 15:24:42",1,open,26798,,,no,no,41,1700,1445,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/26798.jpg ! alt :  ! title : 26798.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/opal-swan-neck-extended-spout-26798/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Sink Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Opal Sink Cock -26522",opal-sink-cock-26522,,7810,,,publish,,0,"2021-06-03 15:24:42",1,open,26522,,,no,no,19,1550,1318,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/26522.jpg ! alt :  ! title : 26522.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/opal-sink-cock-26522/,simple,,"Kitchen > Kitchen Mixers/Faucets",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Sink Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Opal Sink Cock Extended Spout - 26535",opal-sink-cock-extended-spout-26535,,7811,,,publish,,0,"2021-06-03 15:24:42",1,open,26535,,,no,no,54,1700,1445,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/26535.jpg ! alt :  ! title : 26535.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/opal-sink-cock-extended-spout-26535/,simple,,"Kitchen > Kitchen Mixers/Faucets",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Sink Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Euromix Pillar Cock Extended Body - 27019",euromix-pillar-cock-extended-body-27019,,7812,,,publish,,0,"2021-06-03 15:24:42",1,open,27019,,,no,no,64,1990,1692,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/27019.jpg ! alt :  ! title : 27019.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/euromix-pillar-cock-extended-body-27019/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Pillar Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Euromix Concealed Stop Cock 20 mm - 27152",euromix-concealed-stop-cock-20-mm-27152,,7813,,,publish,,0,"2021-06-03 15:24:43",1,open,27152,,,no,no,13,1200,1020,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/27152.jpg ! alt :  ! title : 27152.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/euromix-concealed-stop-cock-20-mm-27152/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Concealed Stop Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Euromix Angle Cock",euromix-angle-cock,,7814,,,publish,,0,"2021-06-03 15:24:43",1,open,27103,,,no,no,104,750,638,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/27103.jpg ! alt :  ! title : 27103.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/euromix-angle-cock/,simple,,"Bathroom > Accessories > Angle Cock/Stop Cock",,,,,,,,,,,,Elvis,3|1|0,,,,,,,,,,,,,,,,,Chrome,1|1|0,,Accessories,5|0|0,,,,,,,,,,,,,,Brass,0|1|0,,"One Angle Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10 Years",4|1|0,,,,,,,
"Euromix Exposed Kit for Single Lever Diverter Body High Flow (Suitable for ALD 049) - 27049K",euromix-exposed-kit-for-single-lever-diverter-body-high-flow-suitable-for-ald-049-27049k,,7815,,,publish,,0,"2021-06-03 15:24:43",1,open,27049K,,,no,no,109,1050,893,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/27049K.jpg ! alt :  ! title : 27049K.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/euromix-exposed-kit-for-single-lever-diverter-body-high-flow-suitable-for-ald-049-27049k/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Diverter Body (High Flow)",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Euromix Pillar Cock - 27011",euromix-pillar-cock-27011,,7816,,,publish,,0,"2021-06-03 15:24:43",1,open,27011,,,no,no,37,1100,935,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/27011.jpg ! alt :  ! title : 27011.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/euromix-pillar-cock-27011/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Pillar Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Euromix Swan Neck Extended Spout - 27798",euromix-swan-neck-extended-spout-27798,,7817,,,publish,,0,"2021-06-03 15:24:43",1,open,27798,,,no,no,21,1700,1445,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/27793-27798.jpg ! alt :  ! title : 27793-27798.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/euromix-swan-neck-extended-spout-27798/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Sink Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
